Title,Note,URL,Tags,Cuisine,Latitude,Longitude,Visited,City,State,Type
On the Bridge,Curry,https://www.google.com/maps/place/On+the+Bridge/data=!4m2!3m1!1s0x808580b8e176c767:0x9df2240f5dfe97,,Japanese,37.785135,-122.431356,,,,Restaurant
Nippon Curry featuring Hinoya Curry,,https://www.google.com/maps/place/Nippon+Curry+featuring+Hinoya+Curry/data=!4m2!3m1!1s0x80858152c09edccb:0x3dd372d88b08ccb8,,Japanese,37.7849,-122.4306,,,,Restaurant
Universal Electric Supply Co.,,https://www.google.com/maps/place/Universal+Electric+Supply+Co./data=!4m2!3m1!1s0x808f7e297640cde1:0x72ee04b299c2b023,,,37.772906,-122.408041,,,,Shop
Aedan Koji Kitchen,,https://www.google.com/maps/place/Aedan+Koji+Kitchen/data=!4m2!3m1!1s0x808f7f2e969a731b:0x1cce000a629ceedb,,Japanese,37.7614,-122.4088,,,,Restaurant
DNA Lounge,,https://www.google.com/maps/place/DNA+Lounge/data=!4m2!3m1!1s0x808f7e289d88f873:0x5294f91af5544752,,Bar,37.771088,-122.412613,,,,Bar
Moshi Moshi,,https://www.google.com/maps/place/Moshi+Moshi/data=!4m2!3m1!1s0x808f7fc7eebc35ef:0x8f4e1b2c4b2d625f,,,19.368921,-99.263824,,,,Restaurant
Mr Pizza Man San Mateo,,https://www.google.com/maps/place/Mr+Pizza+Man+San+Mateo/data=!4m2!3m1!1s0x808f9e7074d2ff61:0x1d5797fb3ee02c9a,,Italian,37.564438,-122.322335,,,,Restaurant
Barebottle Beer Garden at Salesforce Park,,https://www.google.com/maps/place/Barebottle+Beer+Garden+at+Salesforce+Park/data=!4m2!3m1!1s0x80858113b30432b7:0xfec8d1c4aa503007,,Brewery / Bar,37.7893,-122.3963,,,,Brewery
Takahashi Market,,https://www.google.com/maps/place/Takahashi+Market/data=!4m2!3m1!1s0x808f9e7a699ed723:0xd25e42c4b1039754,,Market / Food Hall,37.567031,-122.320821,,,,Market
Alemany Farmer's Market,,https://www.google.com/maps/place/Alemany+Farmer's+Market/data=!4m2!3m1!1s0x808f7ef8622bb97b:0x70eaf52d5833e878,,Market / Food Hall,37.7277,-122.4233,,,,Market
Clement Street Farmer's Market,,https://www.google.com/maps/place/Clement+Street+Farmer's+Market/data=!4m2!3m1!1s0x80858732be16f8ff:0x7977a4fe1e72815,,Market / Food Hall,37.7831,-122.4641,,,,Market
Hardwood Bar & Smokery,,https://www.google.com/maps/place/Hardwood+Bar+%26+Smokery/data=!4m2!3m1!1s0x808f7e2c5befecb1:0x56642bb4d71c6a58,,American,37.770505,-122.404728,,,,Bar
The Morris,,https://www.google.com/maps/place/The+Morris/data=!4m2!3m1!1s0x808f7e310d3891a9:0xc9872041746a8751,,,33.479374,-81.968437,,,,Restaurant
Sears Fine Food,,https://www.google.com/maps/place/Sears+Fine+Food/data=!4m2!3m1!1s0x8085808e95fd6d95:0xa063cdfb251246fa,,Deli / Sandwiches,37.788773,-122.408664,,,,Restaurant
KUSAKABE,,https://www.google.com/maps/place/KUSAKABE/data=!4m2!3m1!1s0x8085808ac81dd12f:0x1becc2008d803b31,,,34.715091,134.031142,,,,Restaurant
Delucchi's Market,,https://www.google.com/maps/place/Delucchi's+Market/data=!4m2!3m1!1s0x808fa347a21759a9:0xbae48f46280a1977,,Market / Food Hall,37.478292,-122.188462,,,,Market
Southland Flavor Cafe,Caitlin recommended ,https://www.google.com/maps/place/Southland+Flavor+Cafe/data=!4m2!3m1!1s0x808fb5963e3bcce3:0x823bb5f337071aa0,,Café,37.335484,-122.015375,,,,Café / Coffee
Los Altos Grill,,https://www.google.com/maps/place/Los+Altos+Grill/data=!4m2!3m1!1s0x808fb0ef75aa4359:0x26d08677e56354bc,,American,37.378214,-122.11485,,,,Restaurant
El Portal Restaurant,,https://www.google.com/maps/place/El+Portal+Restaurant/data=!4m2!3m1!1s0x808f906b107b2407:0x1f9bd7a3ac7a2515,,,32.817537,-117.180636,,,,Restaurant
All’Antico Vinaio,Chef Lidia interviewed this sandwich maker (also has New York location),https://www.google.com/maps/place/All%E2%80%99Antico+Vinaio/data=!4m2!3m1!1s0x132a5400b0e2527b:0x5bc2ab159f2707f6,,Deli / Sandwiches,51.512496,-0.132797,,,,Restaurant
All'Antico Vinaio,Chef Lidia interviewed this sandwich maker,https://www.google.com/maps/place/All'Antico+Vinaio/data=!4m2!3m1!1s0x89c259d4955cac01:0x58f4b4fcad58588f,,Italian,51.512496,-0.132797,,,,Restaurant
number5kitchen,,https://www.google.com/maps/place/number5kitchen/data=!4m2!3m1!1s0x808fa36cdfdcbc61:0xfb2af3bd1dd09f88,,,37.505797,-122.2601908,,,,Restaurant
Lapisara Eatery,Saturday Brunch,https://www.google.com/maps/place/Lapisara+Eatery/data=!4m2!3m1!1s0x80858091fb73739f:0x8811b346b81e0fe2,,,37.7873,-122.4159,,,,Restaurant
The Shay - Destination by Hyatt,,https://www.google.com/maps/place/The+Shay+-+Destination+by+Hyatt/data=!4m2!3m1!1s0x80c2b9bb4d09d10d:0x308f32072588051a,,,34.0058,-118.3905,,,,Hotel
Huntington Library and Gardens,,https://www.google.com/maps/place/Huntington+Library+and+Gardens/data=!4m2!3m1!1s0x80c2c4b36de7ead3:0x19c74f6f5fd393d2,,,34.128223,-118.114619,,,,Library
Miceli's,,https://www.google.com/maps/place/Miceli's/data=!4m2!3m1!1s0x80c2bf249fe632b7:0x98bfaeaacf6ea360,,,34.101165,-118.336005,,,,Restaurant
Zuni Café,,https://www.google.com/maps/place/Zuni+Caf%C3%A9/data=!4m2!3m1!1s0x8085809fabbdbb3b:0x9f78fd6bc9972489,,Café,37.773564,-122.421646,,,,Café / Coffee
Sly McFly's,,https://www.google.com/maps/place/Sly+McFly's/data=!4m2!3m1!1s0x808de5882ae37643:0x630f306b968bb7ad,,Vietnamese,36.616159,-121.900285,,,,Restaurant
Mylapore South Indian Vegetarian,,https://www.google.com/maps/place/Mylapore+South+Indian+Vegetarian/data=!4m2!3m1!1s0x809ae4292a01666d:0xfd8629e71af4432e,,Indian,37.554451,-121.980738,,,,Restaurant
Nike Missile Site SF-51L,,https://www.google.com/maps/place/Nike+Missile+Site+SF-51L/data=!4m2!3m1!1s0x808f7bb2c936ba23:0x464ebd959a33199f,,,37.8285,-122.4962,,,,Museum
Kamameshi House,,https://www.google.com/maps/place/Kamameshi+House/data=!4m2!3m1!1s0x808f7bd396cf9f91:0x9d2eb63dba3bbcc,,Japanese,37.6502,-122.4535,,,,Restaurant
Warehouse Buffet,,https://www.google.com/maps/place/Warehouse+Buffet/data=!4m2!3m1!1s0x808f9f294ec1a0c3:0x7dac81a2ea2f6ef3,,,53.801195,-1.535176,,,,Restaurant
Bill.com,,https://www.google.com/maps/place/Bill.com/data=!4m2!3m1!1s0x8640c3980c59a4c7:0xec0144fe565dadaf,,,36.687053,-78.899471,,,,Restaurant
Samoa Cookhouse,,https://www.google.com/maps/place/Samoa+Cookhouse/data=!4m2!3m1!1s0x54d1551005398b43:0xf05cd498a8017483,,,40.819725,-124.181625,,,,Restaurant
PHỞ HÀ NỘI SAN JOSE,Liem went here,https://www.google.com/maps/place/PH%E1%BB%9E+H%C3%80+N%E1%BB%98I+SAN+JOSE/data=!4m2!3m1!1s0x808e2d7e6e153ed9:0xdaf5915cd5ccf787,,Vietnamese,37.33247,-121.858354,,,,Restaurant
Bún Bò Huế An Nam,,https://www.google.com/maps/place/B%C3%BAn+B%C3%B2+Hu%E1%BA%BF+An+Nam/data=!4m2!3m1!1s0x808e332ac59a2b57:0x48b3e084b6cb02b3,,Vietnamese,37.328832,-121.858158,,,,Restaurant
EMA Karaoke & Bar,BDC had an event here,https://www.google.com/maps/place/EMA+Karaoke+%26+Bar/data=!4m2!3m1!1s0x808fca40288da347:0xa54b0a06f40ae9ae,,,37.3518,-121.9698,,,,Experience
The Bywater,,https://www.google.com/maps/place/The+Bywater/data=!4m2!3m1!1s0x808e35edac1881a1:0x321278bd8bc268a2,,,35.610848,-82.576716,,,,Restaurant
Peninsula Clock Shop,,https://www.google.com/maps/place/Peninsula+Clock+Shop/data=!4m2!3m1!1s0x808f9ef948d54dbf:0x1e87b41bfc90b8f6,,,37.5398,-122.3087,,,,Shop
Pedro Point,,https://www.google.com/maps/place/Pedro+Point/data=!4m2!3m1!1s0x808f7aa162e6b229:0x1d8e50229671105d,,,37.593615,-122.510192,,,,Restaurant
Richmond Night Market,,https://www.google.com/maps/place/Richmond+Night+Market/data=!4m2!3m1!1s0x548674de0c727dcd:0x45cd46cf17ae6630,,Market / Food Hall,49.193784,-123.133583,,,,Market
Granville Island Public Market,,https://www.google.com/maps/place/Granville+Island+Public+Market/data=!4m2!3m1!1s0x548673ce77bc7a1b:0x47a4150bc8697d20,,Market / Food Hall,49.272307,-123.134952,,,,Market
Fujisan Sushi,,https://www.google.com/maps/place/Fujisan+Sushi/data=!4m2!3m1!1s0x5485a3d247880bb7:0xed196a26b4d6c1aa,,Japanese,48.719997,-122.501687,,,,Restaurant
The Pancake Chef,,https://www.google.com/maps/place/The+Pancake+Chef/data=!4m2!3m1!1s0x54904339736b5cc1:0xe84070d1e980e066,,,47.466548,-122.289298,,,,Restaurant
Orchard Kitchen,,https://www.google.com/maps/place/Orchard+Kitchen/data=!4m2!3m1!1s0x548ffc741e5ea59f:0xdc9bf2ee984ffe7f,,,40.462851,-75.444121,,,,Restaurant
Kyosho,,https://www.google.com/maps/place/Kyosho/data=!4m2!3m1!1s0x808fa4ae337213dd:0x38de6df24b942514,,,37.453331,-122.182977,,,,Restaurant
Papa Joe's Jazz Bar,,https://www.google.com/maps/place/Papa+Joe's+Jazz+Bar/data=!4m2!3m1!1s0x47bf25b118a77d67:0xcf7c044a7b21f63d,,,50.9378561,6.9621259,,,,Bar
The Copper Pot - Köln,,https://www.google.com/maps/place/The+Copper+Pot+-+K%C3%B6ln/data=!4m2!3m1!1s0x47bf25b19e8e76c9:0xb56023701e0a2a4f,,,50.936682,6.959762,,,,Restaurant
The Palms,,https://www.google.com/maps/place/The+Palms/data=!4m2!3m1!1s0x808e35f073b3ffff:0xd5f75e5f4439330e,,,42.333467,-83.0345,,,,Restaurant
San Gregorio State Beach,,https://www.google.com/maps/place/San+Gregorio+State+Beach/data=!4m2!3m1!1s0x808f0887333a773b:0x933fefff1eaa2565,,,37.318894,-122.396337,,,,Park / Nature
Joshua Tree National Park,,https://www.google.com/maps/place/Joshua+Tree+National+Park/data=!4m2!3m1!1s0x80da8f85b965a87b:0x1977eda73aeb9de2,,,33.897067,-115.951116,,,,Park / Nature
"38°15'02.0""N 121°30'34.0""W",Chinese American town,"https://www.google.com/maps/search/38.250556,-121.509444",,Chinese,38.250586,-121.509487,,,,Restaurant
Bolinas Museum,,https://www.google.com/maps/place/Bolinas+Museum/data=!4m2!3m1!1s0x80859365378189b5:0xfeb1c901b17aa60e,,,37.910088,-122.684813,,,,Museum
Randy’s Donuts,,https://www.google.com/maps/place/Randy%E2%80%99s+Donuts/data=!4m2!3m1!1s0x80dcdf3706c39729:0xe748923521e18260,,Bakery,33.961852,-118.370379,,,,Bakery
Fairmount Park,,https://www.google.com/maps/place/Fairmount+Park/data=!4m2!3m1!1s0x89c6b903670f2153:0xd9f3bb51b044a47d,,,32.723375,-117.107629,,,,Park / Nature
Carolands Chateau,,https://www.google.com/maps/place/Carolands+Chateau/data=!4m2!3m1!1s0x808f75e2351b5f11:0x4a5734a7985915e9,,,37.555313,-122.371705,,,,Experience
Viaduc de Millau,,https://www.google.com/maps/place/Viaduc+de+Millau/data=!4m2!3m1!1s0x12b24a26901e27d1:0xd68c6a0fa2bec6e4,,,44.079977,3.022409,,,,Park / Nature
Hayward Japanese Gardens,,https://www.google.com/maps/place/Hayward+Japanese+Gardens/data=!4m2!3m1!1s0x808f93d42686624f:0x8ef547672c6242b9,,Japanese,37.67915,-122.079943,,,,Park / Nature
"South Parking Lot, Purisima Creek Redwoods","Hiking Dec 27, 2020","https://www.google.com/maps/place/South+Parking+Lot,+Purisima+Creek+Redwoods/data=!4m2!3m1!1s0x808fa0d7197f6535:0xc771b0402f5dde7d",,,37.3261,-122.3079,,,,Park / Nature
"Purisima Creek Trail, Higgins Road Trailhead",Hiking,"https://www.google.com/maps/place/Purisima+Creek+Trail,+Higgins+Road+Trailhead/data=!4m2!3m1!1s0x808f0a6461ecc281:0x5e701106af6dd2a8",,,37.4651,-122.4202,,,,Park / Nature
J V Fitzgerald Marine Reserve,Hiking,https://www.google.com/maps/place/J+V+Fitzgerald+Marine+Reserve/data=!4m2!3m1!1s0x808f71ed12147d11:0x5341f4fb95812297,,,37.5063,-122.5058,,,,Park / Nature
ROBOTSPEAk,,https://www.google.com/maps/place/ROBOTSPEAk/data=!4m2!3m1!1s0x808580a6ed55a7bb:0x445a45eb85f10ded,,,37.771835,-122.431797,,,,Shop
Point Bonita Lighthouse,,https://www.google.com/maps/place/Point+Bonita+Lighthouse/data=!4m2!3m1!1s0x808585fdbd694e49:0xf3cd0c79c28533b8,,,37.81559,-122.529548,,,,Restaurant
Fort Worth Water Gardens,Logan’s Run,https://www.google.com/maps/place/Fort+Worth+Water+Gardens/data=!4m2!3m1!1s0x864e713eaaaaaaab:0xb8f8cee540c9708b,,,32.747893,-97.32669,,,,Park / Nature
The Laslett,,https://www.google.com/maps/place/The+Laslett/data=!4m2!3m1!1s0x48760ffb80c7266b:0x1d9ef7efb1c2db6a,,,51.509808,-0.196831,,,,Restaurant
Farm House,,https://www.google.com/maps/place/Farm+House/data=!4m2!3m1!1s0x808f9f50f3dc6cdd:0xfd43589db8305463,,,53.250248,-0.374933,,,,Restaurant
Redwood Giganten,,https://www.google.com/maps/place/Redwood+Giganten/data=!4m2!3m1!1s0x54d46239bc321881:0x4320b0d8e82c3e4e,,,40.3081954,-123.9088866,,,,Park / Nature
Coquette,,https://www.google.com/maps/place/Coquette/data=!4m2!3m1!1s0x8620a42d1642d1f1:0xe82fe9a47dd0c5e5,,French,46.236793,-0.575774,,,,Restaurant
Mt Tamalpais,Drives,https://www.google.com/maps/place/Mt+Tamalpais/data=!4m2!3m1!1s0x808591171b36502f:0x64161469a5add222,,,37.88845,-122.533239,,,,Park / Nature
Las Trampas Regional Wilderness Park,Hiking,https://www.google.com/maps/place/Las+Trampas+Regional+Wilderness+Park/data=!4m2!3m1!1s0x808f8b81316b84ff:0xf2b339f95719ad3b,,,37.8013,-121.9896,,,,Park / Nature
Domaine Carneros,,https://www.google.com/maps/place/Domaine+Carneros/data=!4m2!3m1!1s0x808507f96658a06d:0x6ce36460ba5daa7,,Wine,38.2919,-122.258,,,,Winery
Kaita,,https://www.google.com/maps/place/Kaita/data=!4m2!3m1!1s0x808fcc84ef6df7cb:0xa102da2b251482f0,,Japanese,37.3493104,-121.8940744,,San Jose,CA,Restaurant
Marconi Automotive Museum,,https://www.google.com/maps/place/Marconi+Automotive+Museum/data=!4m2!3m1!1s0x80dcd9558bc93e7f:0x4040b36cf4726420,,,33.72096,-117.831391,,,,Museum
Mount Auburn Cemetery,,https://www.google.com/maps/place/Mount+Auburn+Cemetery/data=!4m2!3m1!1s0x89e37781c382fb8b:0x1cbffa1239f2d6f9,,,42.370697,-71.144012,,,,Park / Nature
Fairmount Dam,,https://www.google.com/maps/place/Fairmount+Dam/data=!4m2!3m1!1s0x89c6c7b162891c17:0x8893b931ae71c126,,,39.96727,-75.186446,,,,Park / Nature
Piper Down an Olde World Pub,,https://www.google.com/maps/place/Piper+Down+an+Olde+World+Pub/data=!4m2!3m1!1s0x8752f533a3780121:0xe36e6150d419ebd6,,,40.7445,-111.8887,,,,Bar
Fox & Kit,,https://www.google.com/maps/place/Fox+%26+Kit/data=!4m2!3m1!1s0x808599ecdbb637ff:0xf169807cd9b098e6,,,36.60929,-81.293431,,,,Restaurant
Audio High,,https://www.google.com/maps/place/Audio+High/data=!4m2!3m1!1s0x808fb73664f175b9:0x22d5cd2aa9708967,,,37.396141,-122.077054,,,,Shop
Wrecking Ball Coffee Roasters,,https://www.google.com/maps/place/Wrecking+Ball+Coffee+Roasters/data=!4m2!3m1!1s0x808580d06b09e6e7:0x168b00cb6d6daa2,,Café,37.796822,-122.436645,,,,Café / Coffee
Atelier Crenn,,https://www.google.com/maps/place/Atelier+Crenn/data=!4m2!3m1!1s0x808580d0840b55c7:0xa27a933534bd1a49,,French,37.7983315,-122.4359605,,San Francisco,CA,Restaurant
Rollo's Donuts,,https://www.google.com/maps/place/Rollo's+Donuts/data=!4m2!3m1!1s0x808fcc8e9324bda3:0x4512d40a9ea1be7b,,Bakery,37.3530998,-121.8860924,,San Jose,CA,Bakery
Sottomarino Winery,,https://www.google.com/maps/place/Sottomarino+Winery/data=!4m2!3m1!1s0x8085803029684caf:0x17f9d424d0361fa,,Wine,37.8074587,-122.4203545,,San Francisco,CA,Winery
CineLux Almaden Cinema,,https://www.google.com/maps/place/CineLux+Almaden+Cinema/data=!4m2!3m1!1s0x808e3373167a578b:0x7ea7e7e6da20865e,,,37.290369,-121.880292,,,,Experience
Bob's Donuts and Pastries,,https://www.google.com/maps/place/Bob's+Donuts+and+Pastries/data=!4m2!3m1!1s0x808580eb1f5de18f:0xd31cb7a2bea69e22,,Bakery,37.7943,-122.4218,,,,Bakery
Storm King Art Center,,https://www.google.com/maps/place/Storm+King+Art+Center/data=!4m2!3m1!1s0x89c2d2ce5f08e9d7:0x47b6c7bd16c4bfce,,,41.423464,-74.062558,,,,Museum
Brooklyn Fare,,https://www.google.com/maps/place/Brooklyn+Fare/data=!4m2!3m1!1s0x89c259ecdd5413f3:0x6e6eb436127d40c5,,,40.756141,-73.996504,,,,Restaurant
Whitney Museum of American Art,,https://www.google.com/maps/place/Whitney+Museum+of+American+Art/data=!4m2!3m1!1s0x89c25894ea097337:0xc63f52f9d53d7889,,American,40.739645,-74.008921,,,,Museum
Rosario's,,https://www.google.com/maps/place/Rosario's/data=!4m2!3m1!1s0x865c58a8b51cd211:0x8429ee4e02fb245e,,Italian,33.749,-117.8597,,,,Restaurant
"Alice's Tea Cup, Chapter 2",,"https://www.google.com/maps/place/Alice's+Tea+Cup,+Chapter+2/data=!4m2!3m1!1s0x89c258eed642040f:0xdab5005dadaa73b1",,,40.7651,-73.9658,,,,Restaurant
230 Fifth Rooftop Bar,,https://www.google.com/maps/place/230+Fifth+Rooftop+Bar/data=!4m2!3m1!1s0x89c259a665325aff:0x3ac777522187cfd5,,,40.743941,-73.988134,,,,Bar
The Cloisters,,https://www.google.com/maps/place/The+Cloisters/data=!4m2!3m1!1s0x89c2f40170f2a62b:0x9191e7fa95df29ad,,,40.864829,-73.931713,,,,Museum
Roosevelt House,,https://www.google.com/maps/place/Roosevelt+House/data=!4m2!3m1!1s0x89c258ee855ab6c3:0x6d1d61495d279807,,,40.726543,-73.849766,,,,Museum
Palm Springs Art Museum Architecture and Design Center,,https://www.google.com/maps/place/Palm+Springs+Art+Museum+Architecture+and+Design+Center/data=!4m2!3m1!1s0x80db1ba6592bf049:0x88d75f8f71b6d9c7,,,33.819168,-116.546488,,,,Museum
Palm Springs Art Museum,,https://www.google.com/maps/place/Palm+Springs+Art+Museum/data=!4m2!3m1!1s0x80db1baff3d4f261:0xf5b5f9b369a4fe85,,,33.824191,-116.549989,,,,Museum
Frank Lloyd Wright Spiral Interior,,https://www.google.com/maps/place/Frank+Lloyd+Wright+Spiral+Interior/data=!4m2!3m1!1s0x8085808920ee0681:0xb8919d992f7b2112,,,40.783,-73.959,,,,Museum
Ace Hotel Downtown Los Angeles,,https://www.google.com/maps/place/Ace+Hotel+Downtown+Los+Angeles/data=!4m2!3m1!1s0x80c2c7ca4b56f82f:0xcd769474522f98ce,,,34.04179,-118.256864,,,,Hotel
House of Genji,,https://www.google.com/maps/place/House+of+Genji/data=!4m2!3m1!1s0x808fcb85bc5ceb0f:0xf589ae7a9aefdfdf,,Japanese,37.3603362,-121.9089822,,San Jose,CA,Restaurant
Academic Coffee,,https://www.google.com/maps/place/Academic+Coffee/data=!4m2!3m1!1s0x808fccb728925b21:0x23fa8af46e1c653d,,Café,37.3291328,-121.8840982,,San Jose,CA,Café / Coffee
U.S. Navy Museum,,https://www.google.com/maps/place/U.S.+Navy+Museum/data=!4m2!3m1!1s0x89b7b9cfe8d421a3:0xed45f4530f36af31,,,38.873776,-76.995313,,,,Museum
Middleburg,,https://www.google.com/maps/place/Middleburg/data=!4m2!3m1!1s0x89b66d7bc9db6155:0xa0655e67dcfffa23,,,38.969019,-77.735506,,,,Restaurant
Yakitori Taisho,,https://www.google.com/maps/place/Yakitori+Taisho/data=!4m2!3m1!1s0x89c2599b8f3316a5:0x89833725e7e0c653,,Japanese,40.7294283,-73.9891322,,New York,NY,Restaurant
KENKA,,https://www.google.com/maps/place/KENKA/data=!4m2!3m1!1s0x89c2599c7be31789:0x10beb13b71abee3,,Japanese,40.7291,-73.9885,,New York,NY,Restaurant
340 W 50th St,,https://www.google.com/maps/place/340+W+50th+St/data=!4m2!3m1!1s0x89c259f154a161df:0xf17f06b34dcef630,,,40.762759,-73.987561,,,,Restaurant
Handcraft Coffee,,https://www.google.com/maps/place/Handcraft+Coffee/data=!4m2!3m1!1s0x89c258bfd620de41:0xf591d871e719dab5,,Café,40.7736,-73.9595,,New York,NY,Café / Coffee
Italian Cultural Institute,,https://www.google.com/maps/place/Italian+Cultural+Institute/data=!4m2!3m1!1s0x89c258ec73dbf4a9:0x90bd85a579ee7b58,,Italian,51.49964,-0.151849,,,,Museum
General Motors Heritage Center,,https://www.google.com/maps/place/General+Motors+Heritage+Center/data=!4m2!3m1!1s0x8824db7233c4ff53:0xc895de9002f09eb0,,,42.5748,-83.0248,,,,Museum
"Early To Rise, Scratch Made Brunch",,"https://www.google.com/maps?q=Early+To+Rise,+Scratch+Made+Brunch,+1801+McAllister+St,+San+Francisco,+CA+94115&ftid=0x8085812462b10ff3:0xcba731b9d6a6d184&entry=gps&shh=CAE&lucs=,94297699,94284463,94231188,94280568,47071704,94218641,94282134,94286869&g_ep=CAISEjI2LjExLjEuODgxMDA1NjQ2MBgAIIgnKkgsOTQyOTc2OTksOTQyODQ0NjMsOTQyMzExODgsOTQyODA1NjgsNDcwNzE3MDQsOTQyMTg2NDEsOTQyODIxMzQsOTQyODY4NjlCAlVT&skid=04796ced-3990-40fe-b6ee-19153ab0be57&g_st=ic",,Brunch Restaurant,37.787708,-122.273792,,San Francisco,CA,Restaurant